pathwayRes	pathway	pathwayTitle	TotalGenesinPW	GenesInPWs.rectum_Ensembl_BridgeDb_UC	probabilities.rectum_Ensembl_BridgeDb_UC	GenesInPWs.rectum_Ensembl_Hs_UC	probabilities.rectum_Ensembl_Hs_UC	GenesInPWs.rectum_Ensembl_PriID_BridgeDb_UC	probabilities.rectum_Ensembl_PriID_BridgeDb_UC	GenesInPWs.rectum_ENTREZ_BridgeDb_UC	probabilities.rectum_ENTREZ_BridgeDb_UC	GenesInPWs.rectum_ENTREZ_Hs_UC	probabilities.rectum_ENTREZ_Hs_UC	GenesInPWs.rectum_ENTREZ_PriID_BridgeDb_UC	probabilities.rectum_ENTREZ_PriID_BridgeDb_UC	GenesInPWs.rectum_HGNC_PriID_BridgeDb_UC	probabilities.rectum_HGNC_PriID_BridgeDb_UC	GenesInPWs.rectum_HGNC_UC	probabilities.rectum_HGNC_UC
<https://identifiers.org/wikipathways/WP5114_r119169>	WP5114	Nucleotide excision repair in xeroderma pigmentosum 	61	17	1.90882495531802e-97	17	3.84660483784383e-97	18	4.71380932463765e-96	17	1.5184274183544e-96	17	1.82514985659152e-97	18	3.71434911165067e-95	18	1.03841322540652e-97	17	2.72748257074533e-100
<https://identifiers.org/wikipathways/WP5115_r120811>	WP5115	Network map of SARS-CoV-2 signaling pathway	285	105	9.55728841042173e-271	105	1.62556878552371e-269	106	1.29047567289907e-273	105	4.18719981433861e-267	107	2.57245229124323e-267	106	6.33651643542832e-270	106	1.92161684799952e-280	106	1.92161684799952e-280
<https://identifiers.org/wikipathways/WP5116_r120336>	WP5116	SARS-CoV-2 B.1.1.7 variant antagonises innate immune activation	13	2	1.09202328846315e-32	2	1.30174222821305e-32	2	5.62405940317411e-33	2	1.8366903331727e-32	2	1.07981996814721e-32	2	9.54974719933072e-33	2	2.11410412276842e-33	2	2.11410412276842e-33
<https://identifiers.org/wikipathways/WP5117_r119395>	WP5117	Cohesin complex - Cornelia de Lange syndrome	36	10	1.02747846136311e-63	10	1.55550047029463e-63	13	3.05783660532413e-56	10	3.50586130429918e-63	10	1.00057947093376e-63	13	9.24121272883356e-56	13	3.96054011744923e-57	10	2.12934869644885e-65
<https://identifiers.org/wikipathways/WP5118_r119397>	WP5118	SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome	11	2	2.41573401788731e-27	2	2.78921153017656e-27	3	2.91842805697492e-24	2	3.69683520190006e-27	2	2.39362031077702e-27	3	4.2896387948627e-24	3	1.43232833050762e-24	2	6.30241271857283e-28
<https://identifiers.org/wikipathways/WP5120_r120422>	WP5120	Inclusion body myositis	12	2	4.93510524593939e-30	2	5.78974889502136e-30	2	2.6995485135235e-30	2	7.91754817469217e-30	2	4.88493940974894e-30	2	4.36864204572446e-30	2	1.10909154748312e-30	2	1.10909154748312e-30
<https://identifiers.org/wikipathways/WP5121_r119472>	WP5121	Sphingolipid metabolism in senescence	30	13	3.62044798871812e-42	13	4.74907641113731e-42	13	1.2990047471149e-42	13	8.08257615658978e-42	13	3.55814382333353e-42	13	2.94307048300863e-42	13	2.86558118672646e-43	13	2.86558118672646e-43
<https://identifiers.org/wikipathways/WP5122_r119484>	WP5122	Prostaglandin and leukotriene metabolism in senescence 	32	14	4.36134988683187e-44	14	5.81285171365409e-44	14	1.47340747460266e-44	14	1.02068838599399e-43	14	4.28192773770727e-44	14	3.50247842884076e-44	14	2.9741745351782e-45	14	2.9741745351782e-45
<https://identifiers.org/wikipathways/WP5124_r119432>	WP5124	Alzheimer's disease	267	86	7.93389079954421e-281	86	1.37053540980862e-279	86	1.67091830988566e-285	86	3.63910627231449e-277	86	6.61178452768813e-281	86	9.00945054354916e-282	86	2.09232083045096e-292	86	2.09232083045096e-292
<https://identifiers.org/wikipathways/WP5130_r122780>	WP5130	Th17 cell differentiation pathway	71	31	1.68380716282e-83	31	3.18444457885813e-83	31	1.51656264301315e-84	31	1.11001606922416e-82	31	1.61654783010537e-83	31	1.03520984157824e-83	31	4.35622251716362e-86	31	4.35622251716362e-86
<https://identifiers.org/wikipathways/WP5133_r121511>	WP5133	Non-classical role of vitamin D	8	6	1.62771344918594e-06	6	1.68058370033078e-06	6	1.44258771384103e-06	6	1.78922712736696e-06	6	1.62438847575267e-06	6	1.58847646555818e-06	6	1.20734123840013e-06	6	1.20734123840013e-06
<https://identifiers.org/wikipathways/WP5136_r120082>	WP5136	ALA oxylipin metabolism	3	3	1	3	1	3	1	3	1	3	1	3	1	3	1	3	1
<https://identifiers.org/wikipathways/WP5137_r120230>	WP5137	Linoleic acid oxylipin metabolism	3	3	1	3	1	3	1	3	1	3	1	3	1	3	1	3	1
<https://identifiers.org/wikipathways/WP5143_r120629>	WP5143	GDNF signaling	135	1	6.71457380711951e-276	1	5.58127880532552e-275	2	7.14932240745017e-276	1	3.53708053465239e-273	1	5.86378683533098e-276	2	4.04566846383639e-273	2	5.80802619730978e-281	1	1.67305954120985e-284
<https://identifiers.org/wikipathways/WP5144_r120537>	WP5144	NRP1-triggered signaling pathways in pancreatic cancer 	57	25	6.24969621407234e-70	25	1.04088672948616e-69	26	2.19095093209033e-68	25	2.82841977664817e-69	25	6.04903731068178e-70	26	9.71827467360047e-68	26	1.39621982748425e-69	25	5.30649254708224e-72
<https://identifiers.org/wikipathways/WP5149_r120374>	WP5149	Lipid metabolism in senescent cells	20	7	4.90273231850068e-35	7	6.03374951066066e-35	7	2.23828668904652e-35	7	9.0625619757823e-35	7	4.83805994813244e-35	7	4.18427968652682e-35	7	7.04385436670573e-36	7	7.04385436670573e-36
<https://identifiers.org/wikipathways/WP5154_r122424>	WP5154	Docosahexaenoic acid (DHA) oxylipin metabolism	2	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1
<https://identifiers.org/wikipathways/WP516_r117755>	WP516	Hypertrophy model	20	9	2.35149014782399e-29	9	2.80308493141883e-29	9	1.21104745815013e-29	9	3.95500651743186e-29	9	2.3252123314103e-29	9	2.05637889692254e-29	9	4.5523708776946e-30	9	4.5523708776946e-30
<https://identifiers.org/wikipathways/WP5166_r122169>	WP5166	Glyoxylate metabolism	14	3	5.09610867949464e-32	3	6.07479706499433e-32	3	2.62456105481452e-32	3	8.57122155480596e-32	3	5.03915985135365e-32	3	4.45654869302096e-32	3	9.86581923958582e-33	3	9.86581923958582e-33
<https://identifiers.org/wikipathways/WP5169_r122351>	WP5169	Hemesynthesis defects and porphyrias	9	2	7.573601978979e-22	2	8.46972480382791e-22	2	4.96424612491445e-22	2	1.05449878324224e-21	2	7.5196152179899e-22	2	6.95389445363552e-22	2	2.66295878974659e-22	2	2.66295878974659e-22
<https://identifiers.org/wikipathways/WP5171_r122629>	WP5171	Leukotriene metabolic pathway	14	6	8.60714757147815e-23	6	9.78046320428196e-23	6	5.3115390636944e-23	6	1.25638669526333e-22	6	8.53707024294871e-23	6	7.8071426066501e-23	6	2.60683756152388e-23	6	2.60683756152388e-23
<https://identifiers.org/wikipathways/WP5173_r122082>	WP5173	Disorders of galactose metabolism 	14	4	7.48490962300806e-29	4	8.78111915744915e-29	4	4.09431524551057e-29	4	1.20082813982831e-28	4	7.40882477145263e-29	4	6.62577376934876e-29	4	1.68212218034941e-29	4	1.68212218034941e-29
<https://identifiers.org/wikipathways/WP5174_r121476>	WP5174	Ulcerative colitis signaling	22	9	3.14591990437121e-34	9	3.87165593600724e-34	9	1.43623395880485e-34	9	5.81514393446031e-34	9	3.10442180005165e-34	9	2.68491279885469e-34	9	4.51980655196953e-35	9	4.51980655196953e-35
<https://identifiers.org/wikipathways/WP5175_r122904>	WP5175	Disorders in ketone body synthesis	5	3	5.81326231852119e-07	3	6.00208464403848e-07	3	5.15209897800365e-07	3	6.39009688345344e-07	3	5.80138741340239e-07	3	5.67313023413633e-07	3	4.31193299428616e-07	3	4.31193299428616e-07
<https://identifiers.org/wikipathways/WP5176_r122283>	WP5176	Disorders of bile acid synthesis and biliary transport	20	6	5.83857200229747e-38	6	7.30099335775709e-38	6	2.50969194671241e-38	6	1.13140598948591e-37	6	5.75567974794809e-38	6	4.92268198414912e-38	6	7.2265836973384e-39	6	7.2265836973384e-39
<https://identifiers.org/wikipathways/WP5178_r122450>	WP5178	Disorders of fructose metabolism	14	7	7.22016721996002e-20	7	8.07447097964934e-20	8	3.68904712783348e-17	7	1.00528884002427e-19	7	7.16869984115041e-20	8	4.92480020627302e-17	8	2.16296164738377e-17	7	2.53868737955843e-20
<https://identifiers.org/wikipathways/WP5179_r121899>	WP5179	Biosynthesis and turnover of 1-deoxy-sphingoid bases	10	3	2.52453399299299e-21	3	2.82324160127598e-21	3	1.65474870830481e-21	3	3.51499594414078e-21	3	2.50653840599665e-21	3	2.31796481787851e-21	3	8.87652929915534e-22	3	8.87652929915534e-22
<https://identifiers.org/wikipathways/WP5180_r122423>	WP5180	DYRK1A	62	17	2.00282868894428e-99	17	4.10057599632594e-99	17	1.33664600246121e-100	17	1.6697853837881e-98	17	1.91309029769526e-99	17	1.15896929144136e-99	17	2.46722963796634e-102	17	2.46722963796634e-102
<https://identifiers.org/wikipathways/WP5181_r122326>	WP5181	Roles of ceramides in the development of insulin resistance	23	7	2.56387959319274e-42	7	3.30995289484716e-42	7	9.77005146746331e-43	7	5.46005226735805e-42	7	2.52232862142971e-42	7	2.10969988438809e-42	7	2.35539166925604e-43	7	2.35539166925604e-43
<https://identifiers.org/wikipathways/WP5182_r122168>	WP5182	Pro-survival signaling of neuroprotectin D1	16	3	3.54170549324098e-37	3	4.35874577653509e-37	3	1.61692536876426e-37	3	6.54674239736591e-37	3	3.49498654663852e-37	3	3.02269946395126e-37	3	5.08843968699069e-38	3	5.08843968699069e-38
<https://identifiers.org/wikipathways/WP5183_r122816>	WP5183	SARS-CoV-2 mitochondrial chronic oxidative stress and endothelial dysfunction	33	10	4.89832858813272e-57	10	7.0697784142478e-57	11	6.9615890177681e-55	10	1.45107700382226e-56	10	4.78468709904502e-57	11	2.00529139065698e-54	11	9.85320255101876e-56	10	1.58643483696143e-58
<https://identifiers.org/wikipathways/WP5186_r122546>	WP5186	Activation of vitamin K-dependent proteins	11	4	6.94246848073074e-21	4	7.7639144035089e-21	4	4.55055894783824e-21	4	9.66623884638719e-21	4	6.89298061649074e-21	4	6.37440324916587e-21	4	2.44104555726771e-21	4	2.44104555726771e-21
<https://identifiers.org/wikipathways/WP5187_r122433>	WP5187	mRNA vaccine activation of dendritic cell and induction of IFN-1	12	5	1.6661924353754e-20	5	1.86333945684214e-20	5	1.09213414748118e-20	5	2.31989732313294e-20	5	1.65431534795778e-20	5	1.52985677979982e-20	5	5.85850933744251e-21	5	5.85850933744251e-21
<https://identifiers.org/wikipathways/WP5188_r122585>	WP5188	Retinol metabolism	19	8	1.05817056652078e-29	8	1.26138821913846e-29	8	5.44971356167558e-30	8	1.77975293284435e-29	8	1.04634554913465e-29	8	9.25370503615148e-30	8	2.04856689496259e-30	8	2.04856689496259e-30
<https://identifiers.org/wikipathways/WP5190_r122630>	WP5190	Creatine pathway	5	2	2.97252206503549e-10	2	3.11850604989874e-10	2	2.48015034242795e-10	2	3.42571312551149e-10	2	2.96341941770944e-10	2	2.86569973100015e-10	2	1.89897225232792e-10	2	1.89897225232792e-10
<https://identifiers.org/wikipathways/WP5191_r122556>	WP5191	Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution	14	7	7.22016721996002e-20	7	8.07447097964934e-20	7	4.73258130575178e-20	7	1.00528884002427e-19	7	7.16869984115041e-20	7	6.62937937913252e-20	7	2.53868737955843e-20	7	2.53868737955843e-20
<https://identifiers.org/wikipathways/WP5192_r122557>	WP5192	Modulation of PI3K-Akt-mTOR signaling by bioactive sphingolipids	14	8	5.29870021854809e-17	8	5.83178666505171e-17	8	3.68904712783348e-17	8	7.03702188017013e-17	8	5.26630612080505e-17	8	4.92480020627302e-17	8	2.16296164738377e-17	8	2.16296164738377e-17
<https://identifiers.org/wikipathways/WP5193_r122440>	WP5193	Cholesterol synthesis disorders	18	13	1.47904138408086e-13	13	1.60205296947708e-13	13	1.09376377710406e-13	13	1.8735800101265e-13	13	1.47150168117334e-13	13	1.39153501548661e-13	13	7.00950829811595e-14	13	7.00950829811595e-14
<https://identifiers.org/wikipathways/WP5194_r122165>	WP5194	Synthesis of ceramides and 1-deoxyceramides	22	8	4.81682190189552e-37	8	6.02331952014958e-37	8	2.07049585603772e-37	8	9.33409941325873e-37	8	4.74843579205723e-37	8	4.06121263692309e-37	8	5.96193155030424e-38	8	5.96193155030424e-38
<https://identifiers.org/wikipathways/WP5195_r122514>	WP5195	Disorders in ketolysis	5	4	0.00085251491901096	4	0.000866250866250947	4	0.000802568218298692	4	0.00089381480157307	4	0.000851643672287627	4	0.000842176183257654	4	0.000734214390602004	4	0.000734214390602004
<https://identifiers.org/wikipathways/WP5198_r121825>	WP5198	Inflammatory bowel disease signaling	43	24	2.39166135628281e-43	24	3.23883099066396e-43	24	7.60780642048785e-44	24	5.86750024570445e-43	24	2.34571575704077e-43	24	1.89745423152316e-43	24	1.40524013162575e-44	24	1.40524013162575e-44
<https://identifiers.org/wikipathways/WP5199_r122599>	WP5199	PtdIns(4,5)P2 in cytokinesis pathway	11	5	8.15184649007405e-18	5	8.97197948469494e-18	6	5.8977458569336e-15	5	1.08261875079541e-17	5	8.10200941662318e-18	6	7.50337508350628e-15	6	3.77963682741546e-15	5	3.32763330366732e-18
<https://identifiers.org/wikipathways/WP5200_r122392>	WP5200	Dravet syndrome	20	2	1.75772996035527e-50	2	2.34272045979197e-50	2	5.93819007674656e-51	2	4.11362216469982e-50	2	1.72572090475217e-50	2	1.41158389710016e-50	2	1.19866459317848e-51	2	1.19866459317848e-51
<https://identifiers.org/wikipathways/WP5202_r122439>	WP5202	Alstrom syndrome	33	14	2.44644817721322e-46	14	3.31302429275634e-46	14	7.78208173205628e-47	14	6.00190961115497e-46	14	2.39945008226081e-46	14	1.94092003613346e-46	14	1.43743057499824e-47	14	1.43743057499824e-47
<https://identifiers.org/wikipathways/WP5205_r122560>	WP5205	Clock-controlled autophagy in bone metabolism	80	24	8.42047210344774e-117	24	2.05232223943931e-116	24	2.90840660337958e-118	24	1.17597622811485e-115	24	7.95398325199054e-117	24	4.26545092086685e-117	24	2.03160373143695e-120	24	2.03160373143695e-120
<https://identifiers.org/wikipathways/WP521_r111034>	WP521	Amino acid conjugation of benzoic acid	4	1	1.1890088260142e-10	1	1.2474024199595e-10	1	9.92060136971183e-11	1	1.37028525020459e-10	1	1.18536776708378e-10	1	1.14627989240006e-10	1	7.5958890093117e-11	1	7.5958890093117e-11
<https://identifiers.org/wikipathways/WP5211_r122576>	WP5211	Glucose metabolism in triple-negative breast cancer cells	8	8	1	8	1	8	1	8	1	8	1	8	1	8	1	8	1
<https://identifiers.org/wikipathways/WP5213_r122577>	WP5213	Amino acid metabolism in triple-negative breast cancer cells	9	4	2.17506085894246e-15	4	2.355960249231e-15	4	1.60847614280008e-15	4	2.75526472077428e-15	4	2.16397306054903e-15	4	2.04637502277443e-15	4	1.03081004384058e-15	4	1.03081004384058e-15
<https://identifiers.org/wikipathways/WP5218_r122962>	WP5218	Extrafollicular B cell activation by SARS-CoV-2	76	40	4.56641036328768e-73	40	8.10452039524386e-73	40	5.22849057384429e-74	39	1.77221257781742e-74	39	2.98077462417257e-75	39	1.97351636794507e-75	40	2.13981796155816e-75	40	2.13981796155816e-75
<https://identifiers.org/wikipathways/WP5220_r122761>	WP5220	Metabolic reprogramming in pancreatic cancer	43	20	5.08331842028951e-53	20	7.3367750231332e-53	20	1.27110520334541e-53	20	1.50587824603252e-52	20	4.96538515705594e-53	20	3.84145888122013e-53	20	1.64634799079274e-54	20	1.64634799079274e-54
<https://identifiers.org/wikipathways/WP5221_r122738>	WP5221	2q11.2 copy number variation syndrome	65	15	1.97685366865094e-110	15	4.38132961771165e-110	16	3.83732956962376e-109	15	2.08392943462976e-109	15	1.87872628326236e-110	16	4.02840920047891e-108	16	4.97373310130684e-111	15	1.16022349644135e-113
<https://identifiers.org/wikipathways/WP5222_r122737>	WP5222	2q13 copy number variation syndrome	68	19	3.77910086997717e-106	19	8.2439655361242e-106	20	6.22978472388707e-105	19	3.80124358347205e-105	19	3.59515698373879e-106	20	6.23476891958128e-104	20	8.820690528301e-107	19	2.57237985660566e-109
<https://identifiers.org/wikipathways/WP5223_r122632>	WP5223	2q21.1 copy number variation syndrome	42	7	3.25008245572896e-85	6	6.84372878356587e-88	7	3.9515259228614e-86	6	2.10634588542804e-87	6	3.71707728102341e-88	6	2.48850619801517e-88	7	1.76692335709049e-87	7	1.76692335709049e-87
<https://identifiers.org/wikipathways/WP5224_r122740>	WP5224	2q37 copy number variation syndrome	172	48	2.56680113764618e-218	48	1.82469601375182e-217	52	3.88610042947611e-213	48	8.51278348860213e-216	48	2.26410949641951e-218	52	1.19065836330742e-210	52	9.82438578230929e-218	48	2.76526097287235e-226
<https://identifiers.org/wikipathways/WP524_r117113>	WP524	G13 signaling pathway	38	12	1.09442023990649e-62	12	1.65684368275321e-62	12	2.28491121156492e-63	12	3.73427348018531e-62	12	1.0657687394946e-62	12	7.97444170058187e-63	12	2.26807899030839e-64	12	2.26807899030839e-64
<https://identifiers.org/wikipathways/WP528_r120525>	WP528	Acetylcholine synthesis	7	4	1.04038272276242e-09	4	1.09147711746456e-09	4	8.68052619849782e-10	4	1.19899959392901e-09	4	1.0371967961983e-09	4	1.00299490585005e-09	4	6.6464028831477e-10	4	6.6464028831477e-10
<https://identifiers.org/wikipathways/WP53_r120698>	WP53	ID signaling pathway	16	5	6.11533041539365e-31	5	7.28975647799305e-31	5	3.14947326577743e-31	5	1.02854658657672e-30	5	6.04699182162429e-31	5	5.34785843162519e-31	5	1.18389830875028e-31	5	1.18389830875028e-31
<https://identifiers.org/wikipathways/WP530_r117693>	WP530	Cytokines and inflammatory response	30	16	2.19055923311205e-34	16	2.73924144541352e-34	16	9.41605047257155e-35	16	4.24489384680246e-34	16	2.15945909543328e-34	16	1.84692874692799e-34	16	2.71132387094523e-35	16	2.71132387094523e-35
<https://identifiers.org/wikipathways/WP531_r117702>	WP531	DNA mismatch repair	23	8	1.88445150099671e-39	8	2.3943371753101e-39	8	7.62674642678861e-40	8	3.82817914595133e-39	8	1.8558032832169e-39	8	1.56961671398476e-39	8	2.00944351783405e-40	8	2.00944351783405e-40
<https://identifiers.org/wikipathways/WP534_r117147>	WP534	Glycolysis and gluconeogenesis	46	23	4.35713007453379e-52	23	6.28866430554264e-52	24	2.83819633261269e-50	23	1.2907527823136e-51	23	4.25604442033367e-52	24	8.17544766899661e-50	24	4.01708909753431e-51	23	1.41115542067952e-53
<https://identifiers.org/wikipathways/WP536_r116854>	WP536	Calcium regulation in cardiac cells	152	52	1.04659629720443e-178	52	5.10633479892169e-178	52	2.62432697505142e-181	52	1.13967425944097e-176	52	9.45677843084292e-179	52	3.12084180799022e-179	52	3.82123774816052e-185	52	3.82123774816052e-185
<https://identifiers.org/wikipathways/WP545_r116815>	WP545	Complement activation	22	12	4.83525161646323e-26	12	5.67260297571213e-26	12	2.64492764859984e-26	12	7.75734978329091e-26	12	4.78610080235841e-26	12	4.28024985499934e-26	12	1.08665092850572e-26	12	1.08665092850572e-26
<https://identifiers.org/wikipathways/WP550_r119093>	WP550	Biogenic amine synthesis	15	6	2.19831795627744e-25	6	2.53818249246069e-25	6	1.27722164083707e-25	6	3.36412003372912e-25	6	2.17819448280709e-25	6	1.9698425416274e-25	6	5.73519557390131e-26	6	5.73519557390131e-26
<https://identifiers.org/wikipathways/WP554_r121084>	WP554	ACE inhibitor pathway	17	7	1.45421101247013e-27	7	1.70604600773297e-27	7	7.95466961984908e-28	7	2.33303752880929e-27	7	1.43942881273937e-27	7	1.28729318947348e-27	7	3.26812309325026e-28	7	3.26812309325026e-28
<https://identifiers.org/wikipathways/WP558_r119232>	WP558	Complement and coagulation cascades	60	30	2.60805683534231e-64	30	4.2077567580035e-64	30	4.28151226062552e-65	30	1.0743073908062e-63	30	2.52946073702787e-64	30	1.81023690670107e-64	30	2.98126176497114e-66	30	2.98126176497114e-66
<https://identifiers.org/wikipathways/WP560_r117838>	WP560	TGF-beta receptor signaling	55	24	2.88598127178657e-68	24	4.73078453258791e-68	24	4.4615228880286e-69	24	1.24607309239082e-67	24	2.79616370673904e-68	24	1.97897197300759e-68	24	2.84317947326052e-70	24	2.84317947326052e-70
<https://identifiers.org/wikipathways/WP561_r117151>	WP561	Heme biosynthesis	9	2	7.573601978979e-22	2	8.46972480382791e-22	2	4.96424612491445e-22	2	1.05449878324224e-21	2	7.5196152179899e-22	2	6.95389445363552e-22	2	2.66295878974659e-22	2	2.66295878974659e-22
<https://identifiers.org/wikipathways/WP58_r113950>	WP58	Monoamine GPCRs	34	5	1.20557925542854e-73	5	1.9143532288741e-73	5	2.10170001366661e-74	5	4.7376746213726e-73	5	1.17043833507976e-73	5	8.47007483547653e-74	5	1.59904725232373e-75	5	1.59904725232373e-75
<https://identifiers.org/wikipathways/WP581_r117099>	WP581	EPO receptor signaling	26	11	2.96943872884328e-38	11	3.7728949429129e-38	11	1.2017903460394e-38	11	6.03228229059007e-38	11	2.92429608264481e-38	11	2.47333542809717e-38	11	3.16639584628403e-39	11	3.16639584628403e-39
<https://identifiers.org/wikipathways/WP585_r107188>	WP585	Interferon type I signaling pathways	54	28	7.58888217069675e-57	28	1.14888148310851e-56	29	3.41737264245503e-55	28	2.58940399683259e-56	28	7.39020815799938e-57	29	1.13681018201061e-54	29	3.70674226736515e-56	28	1.57272166428079e-58
